contig	prodigal	cds	start	end	nothing	strand	unknown	gene_id	A01_r2_seq.txt	A04_r2_seq.txt	A07_r2_seq.txt	B01_r2_seq.txt	B04_r2_seq.txt	B07_r2_seq.txt	C01_r2_seq.txt	C04_r2_seq.txt	C07_r2_seq.txt	D01_r2_seq.txt	D04_r2_seq.txt	D07_r2_seq.txt	E01_r2_seq.txt	E04_r2_seq.txt	E07_r2_seq.txt	F01_r2_seq.txt	F04_r2_seq.txt	F07_r2_seq.txt	G01_r2_seq.txt	G04_r2_seq.txt	G07_r2_seq.txt	H01_r2_seq.txt	H04_r2_seq.txt	H07_r2_seq.txt	A02_r2_seq.txt	A05_r2_seq.txt	A08_r2_seq.txt	B02_r2_seq.txt	B05_r2_seq.txt	B08_r2_seq.txt	C02_r2_seq.txt	C05_r2_seq.txt	C08_r2_seq.txt	D02_r2_seq.txt	D05_r2_seq.txt	D08_r2_seq.txt	E02_r2_seq.txt	E05_r2_seq.txt	F02_r2_seq.txt	F05_r2_seq.txt	G02_r2_seq.txt	G05_r2_seq.txt	H02_r2_seq.txt	H05_r2_seq.txt	A03_r2_seq.txt	A06_r2_seq.txt	B03_r2_seq.txt	B06_r2_seq.txt	C03_r2_seq.txt	C06_r2_seq.txt	D03_r2_seq.txt	D06_r2_seq.txt	E03_r2_seq.txt	E06_r2_seq.txt	F03_r2_seq.txt	F06_r2_seq.txt	G03_r2_seq.txt	G06_r2_seq.txt	H03_r2_seq.txt	H06_r2_seq.txt
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	796547	797224	.	+	0	"ID=BJEIHDPM_00717;Name=czcR_1;gene=czcR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q44006;locus_tag=BJEIHDPM_00717;product=Transcriptional activator protein CzcR"	2	5	7	10	3	13	5	0	3	2	8	5	5	3	7	3	6	8	3	5	7	0	1	6	2	6	4	9	1	5	0	0	0	5	7	8	0	3	5	7	7	6	4	7	6	7	2	7	4	2	5	6	4	8	6	7	5	8	6	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	797214	798578	.	+	0	"ID=BJEIHDPM_00718;eC_number=2.7.13.3;Name=cusS_1;dbxref=COG:COG0642;gene=cusS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77485;locus_tag=BJEIHDPM_00718;product=Sensor kinase CusS"	6	6	15	8	5	9	7	0	6	7	12	8	4	3	9	6	6	13	9	6	5	0	4	11	6	2	7	13	6	3	0	0	0	7	6	6	0	1	1	7	3	5	5	10	7	5	6	5	8	14	7	7	6	5	5	7	7	4	6	13
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	798778	800304	.	+	0	"ID=BJEIHDPM_00719;eC_number=2.7.7.65;Name=dosC;gene=dosC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AA89;locus_tag=BJEIHDPM_00719;product=Diguanylate cyclase DosC"	3	0	4	5	1	7	4	0	2	2	4	4	2	2	9	6	5	6	2	4	4	0	2	4	2	3	12	6	3	6	0	0	0	3	1	6	0	1	3	4	4	3	1	4	4	2	2	1	4	6	2	4	3	3	2	2	2	1	6	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	800370	800840	.	-	0	ID=BJEIHDPM_00720;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00720;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	801005	801301	.	+	0	ID=BJEIHDPM_00721;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00721;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	801738	802409	.	-	0	"ID=BJEIHDPM_00722;eC_number=4.1.2.14;Name=eda;dbxref=COG:COG0800;gene=eda;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00885;locus_tag=BJEIHDPM_00722;product=2-dehydro-3-deoxy-phosphogluconate aldolase"	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	802427	803140	.	-	0	"ID=BJEIHDPM_00723;eC_number=3.1.1.31;Name=pgl_2;gene=pgl_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P74618;locus_tag=BJEIHDPM_00723;product=6-phosphogluconolactonase"	1	3	1	4	4	1	1	0	0	1	2	2	3	1	0	1	1	0	0	0	1	0	2	2	1	1	0	1	1	3	0	0	0	2	0	2	0	1	3	3	2	1	1	3	1	1	0	1	0	0	1	1	2	2	3	2	3	1	1	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	803127	804596	.	-	0	"ID=BJEIHDPM_00724;eC_number=1.1.1.363;Name=zwf;dbxref=COG:COG0364;gene=zwf;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O68282;locus_tag=BJEIHDPM_00724;product=Glucose-6-phosphate 1-dehydrogenase"	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	2	0	0	1	0	1	7	0	0	0	2	0	2	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	0	1	0	2	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	804815	805681	.	+	0	"ID=BJEIHDPM_00725;Name=hexR_1;dbxref=COG:COG1737;gene=hexR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q88P32;locus_tag=BJEIHDPM_00725;product=HTH-type transcriptional regulator HexR"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	805834	806709	.	-	0	"ID=BJEIHDPM_00726;eC_number=5.1.3.15;Name=yeaD_1;dbxref=COG:COG0676;gene=yeaD_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39173;locus_tag=BJEIHDPM_00726;product=Putative glucose-6-phosphate 1-epimerase"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	806834	808195	.	-	0	"ID=BJEIHDPM_00727;Name=oprB_1;dbxref=COG:COG3659;gene=oprB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q51485;locus_tag=BJEIHDPM_00727;product=Porin B"	2	1	0	3	0	5	1	0	0	2	1	2	5	3	4	4	1	4	1	1	0	1	2	3	2	4	3	1	3	3	0	0	0	4	2	2	0	1	0	3	4	1	3	2	5	2	1	2	3	3	1	0	1	0	3	1	5	0	3	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	808323	809483	.	-	0	"ID=BJEIHDPM_00728;eC_number=3.6.3.20;Name=ugpC_3;dbxref=COG:COG3839;gene=ugpC_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P10907;locus_tag=BJEIHDPM_00728;product=sn-glycerol-3-phosphate import ATP-binding protein UgpC"	2	0	2	0	2	2	0	0	0	1	1	2	0	0	1	1	0	0	0	1	2	0	1	0	1	0	1	1	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	1	1	1	0	2	1	1	1	1	0	1	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	809486	810331	.	-	0	"ID=BJEIHDPM_00729;Name=araQ;dbxref=COG:COG0395;gene=araQ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P94530;locus_tag=BJEIHDPM_00729;product=L-arabinose transport system permease protein AraQ"	0	0	0	0	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	810324	811232	.	-	0	"ID=BJEIHDPM_00730;Name=ugpA_1;dbxref=COG:COG1175;gene=ugpA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P10905;locus_tag=BJEIHDPM_00730;product=sn-glycerol-3-phosphate transport system permease protein UgpA"	2	7	11	5	5	6	4	0	8	0	4	14	12	10	9	6	9	12	6	6	5	0	4	12	2	5	10	9	4	10	0	0	0	11	4	3	0	8	8	5	11	3	8	6	5	5	10	6	10	7	6	6	5	5	6	7	2	4	8	15
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	811336	812622	.	-	0	"ID=BJEIHDPM_00731;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O06875;locus_tag=BJEIHDPM_00731;product=putative sugar-binding periplasmic protein"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	2	1	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	812752	814158	.	-	0	"ID=BJEIHDPM_00732;eC_number=2.7.13.3;Name=envZ_1;gene=envZ_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEJ4;locus_tag=BJEIHDPM_00732;product=Osmolarity sensor protein EnvZ"	0	2	4	4	2	3	3	0	1	3	1	1	0	0	4	0	2	3	1	2	0	0	2	0	3	2	1	1	3	3	0	0	0	3	0	2	0	1	2	1	2	0	0	1	1	1	3	2	2	3	3	1	0	0	0	0	2	2	1	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	814220	814957	.	-	0	"ID=BJEIHDPM_00733;Name=ompR_1;gene=ompR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AA16;locus_tag=BJEIHDPM_00733;product=Transcriptional regulatory protein OmpR"	1	0	1	1	0	0	0	0	0	0	2	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	2	0	1	1	3	1	2	0	0	2	0	0	1	2	1	2	3	2	0	1	1	1	0	1	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	815006	815971	.	-	0	"ID=BJEIHDPM_00734;eC_number=2.7.1.2;Name=glk;dbxref=COG:COG0837;gene=glk;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6V9;locus_tag=BJEIHDPM_00734;product=Glucokinase"	7	8	9	8	8	9	4	0	12	4	7	10	7	6	8	9	5	11	6	4	14	0	10	16	8	9	13	6	7	11	0	0	0	9	6	12	0	7	11	5	7	5	7	8	7	8	2	10	9	5	8	10	4	10	9	9	6	9	9	13
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	815968	817794	.	-	0	"ID=BJEIHDPM_00735;eC_number=4.2.1.12;Name=edd;dbxref=COG:COG0129;gene=edd;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ADF6;locus_tag=BJEIHDPM_00735;product=Phosphogluconate dehydratase"	7	5	14	6	5	7	11	0	9	1	12	14	3	6	10	5	7	7	5	7	10	0	5	13	4	10	7	12	5	9	0	0	0	1	5	14	0	9	3	11	14	8	4	2	2	14	4	6	6	11	8	5	3	3	7	6	3	7	6	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	818014	819015	.	+	0	"ID=BJEIHDPM_00736;eC_number=1.2.1.12;Name=gap;dbxref=COG:COG0057;gene=gap;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P17721;locus_tag=BJEIHDPM_00736;product=Glyceraldehyde-3-phosphate dehydrogenase"	13	1	8	1	1	4	5	0	9	4	4	6	4	0	7	4	5	8	2	4	3	0	4	4	4	6	4	2	2	5	0	0	0	3	3	6	0	3	5	10	8	1	5	3	0	2	4	1	4	5	4	1	9	3	3	5	2	1	8	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	819203	819352	.	-	0	ID=BJEIHDPM_00737;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00737;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	819629	820147	.	+	0	"ID=BJEIHDPM_00738;Name=sigE;gene=sigE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:H8F0N6;locus_tag=BJEIHDPM_00738;product=ECF RNA polymerase sigma factor SigE"	0	1	0	4	3	0	3	0	2	0	0	3	0	1	2	0	2	1	0	1	4	0	1	3	1	0	0	1	1	3	0	0	0	1	1	0	0	2	2	1	0	2	2	1	3	0	1	0	0	0	0	0	2	2	0	1	0	2	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	820213	821163	.	+	0	"ID=BJEIHDPM_00739;Name=fecR_1;dbxref=COG:COG3712;gene=fecR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P23485;locus_tag=BJEIHDPM_00739;product=Protein FecR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	821283	823856	.	+	0	"ID=BJEIHDPM_00740;Name=hemR;dbxref=COG:COG1629;gene=hemR;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P31499;locus_tag=BJEIHDPM_00740;product=Hemin receptor"	7	8	15	7	8	12	5	0	11	3	3	13	10	5	7	7	9	6	7	7	7	0	11	9	4	11	8	8	6	9	0	0	0	14	5	10	0	7	6	9	14	5	6	7	6	5	9	4	3	7	5	4	5	8	4	9	4	6	5	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	823967	824581	.	+	0	ID=BJEIHDPM_00741;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00741;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	824578	825048	.	+	0	"ID=BJEIHDPM_00742;Name=ybaN_2;dbxref=COG:COG2832;gene=ybaN_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAR5;locus_tag=BJEIHDPM_00742;product=Inner membrane protein YbaN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	825154	825486	.	+	0	ID=BJEIHDPM_00743;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00743;product=hypothetical protein	1	0	1	2	0	0	1	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	1	2	0	0	5	1	1	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1	1	1	0	0	0	2	0	0	0	1	0	0	2	1	0	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	825560	825790	.	-	0	ID=BJEIHDPM_00744;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00744;product=hypothetical protein	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	1	1	0	4	1	1	0	1	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	1	1	2	0	0	0	0	0	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	826382	827890	.	+	0	"ID=BJEIHDPM_00745;Name=tyrR_1;gene=tyrR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZIB7;locus_tag=BJEIHDPM_00745;product=Transcriptional regulatory protein TyrR"	14	13	11	15	7	14	11	0	18	12	12	26	15	7	18	15	12	21	18	11	17	0	13	18	5	14	17	14	8	19	0	0	0	14	7	17	0	6	14	19	9	10	10	15	8	8	11	13	8	10	11	8	10	8	11	8	11	13	15	10
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	828075	829790	.	+	0	"ID=BJEIHDPM_00746;eC_number=2.7.13.3;Name=pdhS;gene=pdhS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q57BR6;locus_tag=BJEIHDPM_00746;product=Cell-division control histidine kinase PdhS"	5	4	6	5	7	2	4	0	0	1	7	7	5	1	9	2	2	8	4	2	14	0	4	7	1	4	9	4	3	4	0	0	0	2	5	9	0	4	3	8	3	4	2	3	1	6	3	2	3	3	4	8	2	8	3	2	3	6	7	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	829775	830164	.	+	0	"ID=BJEIHDPM_00747;Name=divK;gene=divK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7BBW0;locus_tag=BJEIHDPM_00747;product=Polar-differentiation response regulator DivK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	830174	832291	.	+	0	"ID=BJEIHDPM_00748;dbxref=COG:COG2200;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I310;locus_tag=BJEIHDPM_00748;product=putative signaling protein"	6	2	8	8	6	10	5	0	3	8	9	13	4	5	11	10	10	7	6	11	12	0	6	14	4	3	16	5	15	9	0	0	0	7	11	11	0	4	11	7	4	10	9	7	11	13	9	3	6	7	7	5	10	9	6	4	7	8	6	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	832590	832973	.	+	0	"ID=BJEIHDPM_00749;Name=gcvH_1;dbxref=COG:COG0509;gene=gcvH_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6T9;locus_tag=BJEIHDPM_00749;product=Glycine cleavage system H protein"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	832984	835848	.	+	0	"ID=BJEIHDPM_00750;eC_number=1.4.4.2;Name=gcvP;gene=gcvP;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P74416;locus_tag=BJEIHDPM_00750;product=Glycine dehydrogenase (decarboxylating)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	835923	837047	.	+	0	"ID=BJEIHDPM_00751;eC_number=2.1.2.10;Name=gcvT_1;dbxref=COG:COG0404;gene=gcvT_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54378;locus_tag=BJEIHDPM_00751;product=Aminomethyltransferase"	7	1	2	2	1	4	0	0	2	0	3	5	4	1	0	0	4	6	2	3	3	0	3	3	1	4	7	3	3	2	0	0	0	1	0	4	0	2	3	4	5	6	1	2	1	0	1	2	3	0	4	5	1	2	6	3	2	1	2	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	837440	837652	.	+	0	"ID=BJEIHDPM_00752;Name=cspA_2;dbxref=COG:COG1278;gene=cspA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P95459;locus_tag=BJEIHDPM_00752;product=Major cold shock protein CspA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	837738	838223	.	+	0	ID=BJEIHDPM_00753;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00753;product=hypothetical protein	2	1	1	1	0	3	1	0	0	0	2	1	3	0	3	0	0	2	3	1	2	0	1	1	0	1	0	1	1	2	0	0	0	2	2	1	0	1	1	0	1	1	0	1	2	2	2	2	0	1	1	2	1	3	0	0	0	1	3	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	838281	839342	.	-	0	"ID=BJEIHDPM_00754;Name=lptG;dbxref=COG:COG0795;gene=lptG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ADC6;locus_tag=BJEIHDPM_00754;product=Lipopolysaccharide export system permease protein LptG"	0	4	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	839335	840456	.	-	0	"ID=BJEIHDPM_00755;Name=lptF;dbxref=COG:COG0795;gene=lptF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AF98;locus_tag=BJEIHDPM_00755;product=Lipopolysaccharide export system permease protein LptF"	2	1	4	4	1	4	3	0	0	0	1	5	3	1	2	4	2	2	4	5	4	0	2	4	1	3	3	3	0	2	0	0	0	3	2	4	0	1	0	1	1	2	0	0	1	1	1	2	2	4	0	0	2	3	2	1	1	1	5	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	840775	842265	.	+	0	"ID=BJEIHDPM_00756;eC_number=3.4.11.1;Name=pepA_2;dbxref=COG:COG0260;gene=pepA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O86436;locus_tag=BJEIHDPM_00756;product=Cytosol aminopeptidase"	10	8	16	10	9	17	8	0	9	13	16	20	10	6	11	7	9	13	10	7	12	0	11	14	7	9	11	16	10	9	0	0	0	9	13	10	0	9	10	10	6	8	3	15	6	7	14	10	11	7	11	12	19	9	8	11	18	7	9	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	842323	842751	.	+	0	"ID=BJEIHDPM_00757;eC_number=2.7.7.7;Name=holC;dbxref=COG:COG2927;gene=holC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P28905;locus_tag=BJEIHDPM_00757;product=DNA polymerase III subunit chi"	2	2	1	1	0	1	1	0	0	0	0	1	2	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	2	2	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	0	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	842759	843208	.	+	0	ID=BJEIHDPM_00758;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00758;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	843255	844355	.	-	0	ID=BJEIHDPM_00759;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00759;product=hypothetical protein	5	11	8	6	10	10	6	0	9	9	12	17	9	6	13	7	4	22	14	7	17	0	11	12	3	5	14	10	7	15	0	0	0	2	9	14	0	11	8	13	2	8	10	4	7	7	12	10	8	2	8	6	12	8	6	10	4	5	10	8
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	844537	847383	.	+	0	"ID=BJEIHDPM_00760;eC_number=6.1.1.9;Name=valS;dbxref=COG:COG0525;gene=valS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HXH0;locus_tag=BJEIHDPM_00760;product=Valine--tRNA ligase"	8	11	18	5	12	17	9	0	6	10	9	12	6	10	15	9	14	11	9	7	23	0	13	14	5	6	13	12	13	14	0	0	0	12	12	11	0	15	12	9	14	19	9	7	12	18	11	6	8	18	10	12	12	17	10	8	12	13	12	15
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	847548	848561	.	+	0	"ID=BJEIHDPM_00761;eC_number=2.1.1.181;Name=rlmF;dbxref=COG:COG3129;gene=rlmF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P75782;locus_tag=BJEIHDPM_00761;product=Ribosomal RNA large subunit methyltransferase F"	1	3	1	1	1	1	2	0	0	1	2	2	2	0	1	1	2	3	1	4	2	0	1	2	0	1	1	2	2	2	0	0	0	1	1	2	0	1	2	1	1	2	3	0	2	0	2	1	0	2	0	1	3	1	0	0	3	1	2	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	849179	849460	.	-	0	"ID=BJEIHDPM_00762;Name=hupA;dbxref=COG:COG0776;gene=hupA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P08821;locus_tag=BJEIHDPM_00762;product=DNA-binding protein HU 1"	1	2	2	1	1	2	1	0	0	0	2	0	1	0	0	1	1	2	1	0	2	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	5	1	0	0	0	1	0	1	0	2	0	1	2	1	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	849855	850856	.	+	0	"ID=BJEIHDPM_00763;Name=yejK;dbxref=COG:COG3081;gene=yejK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P33920;locus_tag=BJEIHDPM_00763;product=Nucleoid-associated protein YejK"	5	0	5	1	1	5	2	0	1	1	1	3	0	1	5	0	3	6	2	4	1	0	2	2	2	1	4	1	4	1	0	0	0	3	5	3	0	1	6	4	2	4	6	2	5	2	3	4	6	5	3	5	1	2	1	1	4	0	5	4
